Name,Score,Genres,Type,Episodes,Premiered,Studios,Rating,Members,Favorites
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,Spring 2004,Studio Deen,PG-13 - Teens 13 or older,91225,1475
Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Spring 2004,Bee Train,PG-13 - Teens 13 or older,35303,149
Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,Spring 2001,Shin-Ei Animation,PG-13 - Teens 13 or older,29653,397
Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,Summer 2003,J.C.Staff,R+ - Mild Nudity,131435,439
Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,Spring 2002,Studio Hibari,PG-13 - Teens 13 or older,23699,30
Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,Summer 2003,Studio Hibari,PG-13 - Teens 13 or older,13015,8
Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,Fall 2000,Madhouse,PG-13 - Teens 13 or older,383603,15543
Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,Winter 2003,J.C.Staff,PG-13 - Teens 13 or older,14072,26
Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,Fall 2003,Madhouse,R - 17+ (violence & profanity),154185,2294
Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,Fall 2004,Studio Pierrot,PG-13 - Teens 13 or older,1286382,54386
Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,Fall 2001,Gonzo,R - 17+ (violence & profanity),549632,5798
Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,Spring 2003,Gonzo,PG-13 - Teens 13 or older,11943,22
Noir,7.31,"Action, Mystery, Drama",TV,26,Spring 2001,Bee Train,PG-13 - Teens 13 or older,94112,823
Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,Winter 2003,J.C.Staff,PG-13 - Teens 13 or older,22151,38
Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,Fall 2002,Gonzo,R+ - Mild Nudity,40312,279
Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,Spring 2004,"Imagin, Studio Live",R+ - Mild Nudity,19439,15
Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,Fall 2001,"Gainax, Shaft",R+ - Mild Nudity,53422,198
Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,Fall 2002,"Gainax, Shaft",R+ - Mild Nudity,28695,44
Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,Fall 2004,Group TAC,PG-13 - Teens 13 or older,9492,33
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,Fall 2003,TMS Entertainment,R - 17+ (violence & profanity),30547,114
Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,51,Fall 2005,Gallop,G - All Ages,2213,9
Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,50,Fall 2005,TMS Entertainment,PG-13 - Teens 13 or older,14584,72
Akage no Anne,7.7,"Slice of Life, Historical, Drama",TV,50,Winter 1979,Nippon Animation,G - All Ages,22024,506
Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,Winter 2004,Group TAC,PG-13 - Teens 13 or older,11646,58
Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,Fall 2000,Sunrise,PG-13 - Teens 13 or older,21754,71
B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,Spring 1996,TMS Entertainment,PG-13 - Teens 13 or older,9512,49
Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,24,Winter 2001,Group TAC,PG-13 - Teens 13 or older,74715,508
Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,Winter 2001,Madhouse,PG - Children,87412,358
Comic Party,6.59,"Comedy, Drama",TV,13,Spring 2001,OLM,PG-13 - Teens 13 or older,16900,31
Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,13,Winter 1999,Sunrise,PG-13 - Teens 13 or older,42853,423
D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",TV,26,Summer 2005,feel.,PG-13 - Teens 13 or older,30295,37
Dear Boys,6.85,"Drama, Shounen, Sports",TV,26,Spring 2003,A.C.G.T.,PG-13 - Teens 13 or older,18906,48
Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,16,Fall 1999,Madhouse,G - All Ages,17527,108
Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,Summer 2003,Radix,R+ - Mild Nudity,10680,7
Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,Winter 2004,Radix,PG-13 - Teens 13 or older,6386,10
Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38,Summer 2002,Madhouse,PG - Children,20176,52
Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12,Fall 2004,Group TAC,PG-13 - Teens 13 or older,49526,69
.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,Winter 2003,Bee Train,PG-13 - Teens 13 or older,60523,166
Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",TV,13,Summer 2003,Magic Bus,PG-13 - Teens 13 or older,5726,6
Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",TV,26,Spring 1978,Nippon Animation,PG-13 - Teens 13 or older,35832,450
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,48,Spring 1998,OLM,G - All Ages,20009,37
Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",TV,13,Spring 2002,"Gainax, Madhouse",R+ - Mild Nudity,72414,326
Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",TV,39,Winter 1973,Tatsunoko Production,PG - Children,965,2
Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,26,Spring 2005,Ajia-Do,PG-13 - Teens 13 or older,16887,59
Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",TV,13,Summer 2005,Radix,PG-13 - Teens 13 or older,4838,7
"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",TV,50,Spring 1991,Studio Pierrot,G - All Ages,1582,2
Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",TV,26,Fall 1973,"Madhouse, Tokyo Movie Shinsha",PG-13 - Teens 13 or older,9056,57
Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,Summer 2000,"TNK, Production Reed",PG-13 - Teens 13 or older,25549,33
Najica Dengeki Sakusen,6,"Action, Ecchi, Comedy, Sci-Fi",TV,12,Fall 2001,"Studio Fantasia, Amber Film Works",R+ - Mild Nudity,12788,10
Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,Fall 2005,Madhouse,R - 17+ (violence & profanity),150951,2842
Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,Winter 2004,Madhouse,R+ - Mild Nudity,288459,4214
Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",TV,47,Fall 1989,Sunrise,PG-13 - Teens 13 or older,28592,361
Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",TV,25,Winter 2005,Studio Comet,PG-13 - Teens 13 or older,79223,815
Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,4,Winter 1999,Madhouse,R - 17+ (violence & profanity),51510,339
Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",TV,26,Fall 2002,Gainax,G - All Ages,12118,83
Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",TV,10,Fall 2002,OLM,G - All Ages,7678,8
Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,Fall 2003,Sunrise,PG-13 - Teens 13 or older,195630,3540
Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",TV,13,Spring 2004,Studio Pierrot,R+ - Mild Nudity,136704,603
Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,45,Fall 1994,Nippon Animation,G - All Ages,8821,66
Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,38,Spring 2000,Nippon Animation,G - All Ages,3287,9
Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",TV,51,Winter 1992,Sunrise,PG - Children,4232,24
Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",TV,76,Spring 1994,Toei Animation,PG-13 - Teens 13 or older,42135,578
Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,Spring 2003,Studio Deen,PG-13 - Teens 13 or older,33954,208
Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",TV,13,Fall 2004,Bee Train,PG-13 - Teens 13 or older,11611,34
Psychic Academy,6.24,"Comedy, Romance, Supernatural",TV,24,Spring 2002,E&G Films,PG-13 - Teens 13 or older,9977,8
Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",TV,40,Fall 1979,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,68422,2375
Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,Summer 1998,Triangle Staff,R - 17+ (violence & profanity),480696,16764
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,Spring 2004,Studio Comet,PG-13 - Teens 13 or older,20829,131
Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",TV,25,Fall 2002,J.C.Staff,PG-13 - Teens 13 or older,46893,324
Starship Operators,7,"Drama, Military, Sci-Fi, Space",TV,13,Winter 2005,J.C.Staff,PG-13 - Teens 13 or older,13490,39
Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",TV,25,Fall 2004,Shaft,PG-13 - Teens 13 or older,65203,300
Futatsu no Spica,7.37,"Sci-Fi, Supernatural, Drama, School",TV,20,Fall 2003,Group TAC,PG-13 - Teens 13 or older,8664,63
Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",TV,12,Spring 2005,Studio Pierrot,G - All Ages,43246,270
W: Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",TV,13,Fall 2004,"Trinet Entertainment, Picture Magic",PG-13 - Teens 13 or older,13650,16
Wild Arms: Twilight Venom,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",TV,22,Fall 1999,Bee Train,PG-13 - Teens 13 or older,6728,15
Binzume Yousei,6.45,"Comedy, Fantasy, Magic, Slice of Life",TV,13,Fall 2003,Xebec,G - All Ages,16433,48
Magical Canan,6.19,"Supernatural, Drama, Magic, Fantasy",TV,13,Winter 2005,AIC ASTA,PG-13 - Teens 13 or older,4439,5
Ojamajo Doremi,7.21,"Comedy, Magic",TV,51,Winter 1999,Toei Animation,G - All Ages,39689,491
Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",TV,49,Winter 2000,Toei Animation,G - All Ages,15723,78
Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",TV,50,Winter 2001,Toei Animation,G - All Ages,15987,105
Ojamajo Doremi Dokkaan!,7.59,"Comedy, Magic, Shoujo",TV,51,Winter 2002,Toei Animation,G - All Ages,12205,181
UG☆Ultimate Girls,5.63,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,Winter 2005,Studio Matrix,R+ - Mild Nudity,8125,4
Shakugan no Shana,7.51,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,Fall 2005,J.C.Staff,PG-13 - Teens 13 or older,462389,5502
Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",TV,24,Winter 2006,Studio Deen,R - 17+ (violence & profanity),730980,7011
Himiko-den,6.24,"Adventure, Supernatural, Drama, Fantasy",TV,12,Winter 1999,Group TAC,PG-13 - Teens 13 or older,5119,4
Gallery Fake,7.47,"Mystery, Seinen",TV,37,Winter 2005,"TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",PG-13 - Teens 13 or older,11555,54
Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",TV,12,Winter 2000,Madhouse,R+ - Mild Nudity,94052,770
Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,Winter 1998,Magic Bus,PG-13 - Teens 13 or older,9241,17
Bannou Bunka Neko-Musume (1998),6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,Winter 1998,Production Reed,PG-13 - Teens 13 or older,6116,7
Heppoko Jikken Animation Excel♥Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen",TV,26,Fall 1999,J.C.Staff,R - 17+ (violence & profanity),93418,947
Galaxy Angel,7.03,"Comedy, Sci-Fi",TV,24,Spring 2001,Madhouse,PG-13 - Teens 13 or older,23998,182
Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,Spring 2004,Gonzo,R+ - Mild Nudity,285300,2353
Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",TV,26,Fall 2003,"Group TAC, Japan Vistec",R - 17+ (violence & profanity),33930,173
H2,7.27,"Comedy, Sports, Romance, Shounen",TV,41,Summer 1995,Production Reed,PG-13 - Teens 13 or older,7721,24
Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",TV,13,Fall 2002,Radix,PG-13 - Teens 13 or older,210376,5890
Capeta,7.83,"Cars, Shounen, Sports",TV,52,Fall 2005,Studio Comet,PG - Children,20204,240
Suzuka,7.22,"Sports, Drama, Romance, Shounen",TV,26,Summer 2005,Studio Comet,PG-13 - Teens 13 or older,99851,688
Yuu☆Yuu☆Hakusho,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,112,Fall 1992,Studio Pierrot,PG-13 - Teens 13 or older,475397,17768
Ai Yori Aoshi: Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,Fall 2003,J.C.Staff,PG-13 - Teens 13 or older,51522,88
Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,Summer 2004,Gonzo,R+ - Mild Nudity,135793,464
Seikai no Senki,7.72,"Action, Military, Romance, Sci-Fi, Space",TV,13,Spring 2000,Sunrise,PG-13 - Teens 13 or older,28349,261
Seikai no Senki II,7.84,"Action, Military, Romance, Sci-Fi, Space",TV,10,Summer 2001,Sunrise,PG-13 - Teens 13 or older,20225,116
Seihou Bukyou Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy",TV,24,Winter 1998,Sunrise,R+ - Mild Nudity,125411,2134
Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance",TV,12,Spring 2001,Daume,R+ - Mild Nudity,27191,43
Buzzer Beater,6.56,"Shounen, Sports",TV,13,Winter 2005,TMS Entertainment,PG-13 - Teens 13 or older,12576,13
Tantei Gakuen Q,7.76,"Comedy, Drama, Mystery, Police, Shounen",TV,45,Spring 2003,Studio Pierrot,PG-13 - Teens 13 or older,28305,238
Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,Summer 2005,AIC ASTA,PG-13 - Teens 13 or older,65323,327
Kore ga Watashi no Goshujinsama,6.56,"Comedy, Ecchi, Slice of Life",TV,12,Spring 2005,"Gainax, Shaft",R+ - Mild Nudity,69569,139
Ragnarök The Animation,6.47,"Action, Magic, Fantasy",TV,26,Spring 2004,G&G Entertainment,PG-13 - Teens 13 or older,42946,120
Samurai Deeper Kyou,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",TV,26,Summer 2002,Studio Deen,PG-13 - Teens 13 or older,49129,212
Stratos 4,6.66,"Comedy, Military, Sci-Fi, Shounen",TV,13,Winter 2003,Studio Fantasia,PG-13 - Teens 13 or older,9787,27
Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi",TV,24,Summer 1985,Sunrise,PG-13 - Teens 13 or older,21621,156
Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo",TV,51,Spring 2003,"Gonzo, Production I.G",PG-13 - Teens 13 or older,69324,1396
Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,Fall 1994,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,53357,540
Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",TV,39,Spring 1997,J.C.Staff,PG-13 - Teens 13 or older,156522,6311
Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,Summer 2004,Studio Deen,PG-13 - Teens 13 or older,22423,79
Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy",TV,13,Winter 2001,"Production I.G, Xebec",PG-13 - Teens 13 or older,15127,12
Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen",TV,13,Fall 2002,ufotable,R - 17+ (violence & profanity),8883,27
Weiß Kreuz,6.73,"Action, Drama, Shounen",TV,25,Spring 1998,"Plum, Magic Bus",PG-13 - Teens 13 or older,16526,171
Fantastic Children,7.55,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller",TV,26,Fall 2004,Nippon Animation,PG-13 - Teens 13 or older,27307,272
Gokujou Seitokai,6.94,"Comedy, School, Slice of Life",TV,26,Spring 2005,J.C.Staff,PG-13 - Teens 13 or older,16907,63
Mushishi,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV,26,Fall 2005,Artland,PG-13 - Teens 13 or older,620736,23066
Koukaku Kidoutai: Stand Alone Complex,8.45,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV,26,Fall 2002,Production I.G,R - 17+ (violence & profanity),326394,8128
Karin,7.17,"Comedy, Romance, Vampire, School, Shounen",TV,24,Fall 2005,J.C.Staff,PG-13 - Teens 13 or older,153848,868
Okusama wa Joshikousei (TV),6.34,"Slice of Life, Comedy, Romance, Drama",TV,13,Summer 2005,Madhouse,PG-13 - Teens 13 or older,22526,40
To Heart 2,6.52,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,Fall 2005,OLM,PG-13 - Teens 13 or older,18154,37
To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life",TV,13,Spring 1999,OLM,PG - Children,22561,43
Tide-Line Blue,6.66,"Action, Military, Adventure, Drama, Shounen",TV,12,Summer 2005,Telecom Animation Film,PG-13 - Teens 13 or older,6422,10
Ginban Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance",TV,12,Fall 2005,Karaku,PG-13 - Teens 13 or older,42904,172
Aria the Animation,7.69,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,13,Fall 2005,Hal Film Maker,G - All Ages,127878,1891
Sousei no Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",TV,26,Spring 2005,"Satelight, Production Reed",PG-13 - Teens 13 or older,66799,348
Ueki no Housoku,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",TV,51,Spring 2005,Studio Deen,PG-13 - Teens 13 or older,97521,879
Yu☆Gi☆Oh! Duel Monsters,7.47,"Adventure, Game, Shounen",TV,224,Spring 2000,Gallop,PG-13 - Teens 13 or older,292991,3848
Yu☆Gi☆Oh!: Duel Monsters GX,7.16,"Action, Game, Comedy, Fantasy, Shounen",TV,180,Fall 2004,Gallop,PG-13 - Teens 13 or older,162129,1340
Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama",TV,24,Summer 2004,Bones,PG-13 - Teens 13 or older,26256,133
Damekko Doubutsu,7.29,"Slice of Life, Comedy",TV,26,Winter 2005,Magic Bus,G - All Ages,9986,58
Kino no Tabi: The Beautiful World,8.34,"Action, Adventure, Psychological, Slice of Life",TV,13,Spring 2003,A.C.G.T.,R - 17+ (violence & profanity),223758,5866
Girls Bravo: Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,13,Winter 2005,AIC Spirits,R+ - Mild Nudity,78842,152
Ichigo Mashimaro,7.66,"Slice of Life, Comedy",TV,12,Summer 2005,Daume,PG-13 - Teens 13 or older,71069,756
Kamichu!,7.4,"Comedy, Drama, Slice of Life, Supernatural",TV,12,Summer 2005,Brain's Base,G - All Ages,50675,229
Paniponi Dash!,7.45,"Comedy, Parody, School",TV,26,Summer 2005,Shaft,PG-13 - Teens 13 or older,53721,400
Bakuretsu Hunters,6.71,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,26,Fall 1995,Xebec,R - 17+ (violence & profanity),17085,43
Yami to Boushi to Hon no Tabibito,6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,13,Fall 2003,Studio Deen,R+ - Mild Nudity,25315,105
Doraemon,7.36,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,Spring 1973,Unknown,PG - Children,16163,163
Fushigiboshi no☆Futagohime,7.27,"Magic, Comedy, Shoujo",TV,51,Spring 2005,Hal Film Maker,G - All Ages,9084,90
Glass no Kamen,7.34,"Drama, Romance, Shoujo",TV,23,Spring 1984,Eiken,PG-13 - Teens 13 or older,7182,41
Tottoko Hamtarou,6.97,"Adventure, Comedy, Kids",TV,296,Summer 2000,TMS Entertainment,G - All Ages,46407,239
I My Me! Strawberry Eggs,6.81,"Comedy, Drama, Romance, School, Slice of Life",TV,13,Summer 2001,TNK,PG-13 - Teens 13 or older,33300,102
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,"Comedy, Drama, Harem, Romance, School",TV,13,Fall 2004,Arms,PG-13 - Teens 13 or older,5069,7
Kidou Shinsengumi Moeyo Ken TV,6.19,"Adventure, Comedy, Historical, Fantasy",TV,13,Summer 2005,Trinet Entertainment,PG-13 - Teens 13 or older,4887,2
Keroro Gunsou,7.7,"Comedy, Mecha, Parody, Sci-Fi, Shounen",TV,358,Spring 2004,Sunrise,PG-13 - Teens 13 or older,59646,1061
Mahou no Princess Minky Momo,6.74,"Magic, Shoujo",TV,63,Spring 1982,Production Reed,G - All Ages,5625,20
Mahoraba: Heartful days,7.34,"Comedy, Drama, Romance, Shounen",TV,26,Winter 2005,J.C.Staff,PG-13 - Teens 13 or older,22090,103
Mermaid Melody Pichi Pichi Pitch,7.04,"Adventure, Music, Comedy, Magic, Romance, Shoujo",TV,52,Spring 2003,"Actas, SynergySP",PG - Children,59222,850
Otogizoushi,6.98,"Adventure, Drama, Fantasy, Historical",TV,26,Summer 2004,Production I.G,PG-13 - Teens 13 or older,15131,45
Pokemon,7.34,"Action, Adventure, Comedy, Kids, Fantasy",TV,276,Spring 1997,OLM,PG - Children,464779,4940
Saishuu Heiki Kanojo,7.18,"Drama, Military, Romance, School, Sci-Fi",TV,13,Summer 2002,Gonzo,R - 17+ (violence & profanity),83111,563
Bishoujo Senshi Sailor Moon,7.68,"Demons, Magic, Romance, Shoujo",TV,46,Spring 1992,Toei Animation,PG-13 - Teens 13 or older,278409,9310
Bishoujo Senshi Sailor Moon S,7.85,"Drama, Magic, Romance, Shoujo",TV,38,Spring 1994,Toei Animation,PG-13 - Teens 13 or older,112366,1428
Sensei no Ojikan: Doki Doki School Hours,6.69,"Comedy, Slice of Life",TV,13,Spring 2004,J.C.Staff,PG-13 - Teens 13 or older,7161,16
Slayers,7.76,"Adventure, Comedy, Demons, Magic, Fantasy",TV,26,Spring 1995,E&G Films,PG-13 - Teens 13 or older,116837,1948
Slayers Next,8.04,"Adventure, Comedy, Demons, Magic, Fantasy",TV,26,Spring 1996,E&G Films,PG-13 - Teens 13 or older,59438,833
Shin Tenchi Muyou!,6.87,"Comedy, Harem, Romance, Sci-Fi, Shounen",TV,26,Spring 1997,AIC,PG-13 - Teens 13 or older,31185,105
Mousou Kagaku Series: Wandaba Style,6.03,"Comedy, Sci-Fi",TV,12,Spring 2003,TNK,PG-13 - Teens 13 or older,2929,3
